0; Bruno Cardoso; azul; 1385471680667
630; Nick Cardoso; vermelho; 1385471680679
631; Bruno Carvalho; amarelo; 1385471680679
632; Ricardo Costa; vermelho; 1385471680679
633; Jos� Cardoso; laranja; 1385471680679
634; Ricardo Cardoso; laranja; 1385471680679
635; Ricardo Costa; laranja; 1385471680679
636; Ricardo Costa; vermelho; 1385471680679
637; Ricardo Neves; verde; 1385471680679
638; Bruno Neves; verde; 1385471680680
639; Nick Neves; laranja; 1385471680680
640; Nick Costa; laranja; 1385471680680
641; Nick Costa; vermelho; 1385471680680
642; Nick Costa; laranja; 1385471680680
643; Ricardo Delgado; azul; 1385471680680
644; Jo�o Cardoso; azul; 1385471680680
645; Bruno Carvalho; laranja; 1385471680680
646; Jos� Costa; azul; 1385471680680
647; Nick Delgado; verde; 1385471680680
648; Jo�o Neves; laranja; 1385471680680
649; Jos� Neves; laranja; 1385471680680
650; Miguel Neves; amarelo; 1385471680680
651; Miguel Delgado; amarelo; 1385471680680
652; Jo�o Delgado; azul; 1385471680680
653; Jos� Carvalho; laranja; 1385471680680
654; Miguel Carvalho; verde; 1385471680680
655; Jo�o Cardoso; laranja; 1385471680680
656; Miguel Neves; vermelho; 1385471680680
657; Jo�o Neves; vermelho; 1385471680680
658; Bruno Carvalho; vermelho; 1385471680680
659; Jo�o Carvalho; vermelho; 1385471680680
660; Miguel Neves; azul; 1385471680680
661; Jos� Neves; amarelo; 1385471680680
662; Ricardo Costa; amarelo; 1385471680680
663; Nick Costa; azul; 1385471680680
664; Nick Cardoso; vermelho; 1385471680680
665; Ricardo Costa; vermelho; 1385471680680
666; Ricardo Cardoso; azul; 1385471680680
667; Ricardo Costa; vermelho; 1385471680680
668; Ricardo Delgado; azul; 1385471680680
669; Ricardo Delgado; azul; 1385471680680
670; Bruno Cardoso; verde; 1385471680680
671; Ricardo Costa; amarelo; 1385471680680
672; Miguel Carvalho; laranja; 1385471680680
673; Bruno Carvalho; verde; 1385471680680
674; Jo�o Cardoso; verde; 1385471680680
675; Miguel Delgado; amarelo; 1385471680680
676; Jos� Carvalho; azul; 1385471680680
677; Nick Neves; vermelho; 1385471680680
678; Miguel Costa; laranja; 1385471680680
679; Bruno Delgado; vermelho; 1385471680680
680; Bruno Cardoso; amarelo; 1385471680680
681; Bruno Costa; laranja; 1385471680680
682; Nick Costa; azul; 1385471680680
683; Jos� Cardoso; amarelo; 1385471680680
684; Bruno Carvalho; verde; 1385471680680
685; Bruno Delgado; amarelo; 1385471680680
686; Jos� Carvalho; verde; 1385471680680
687; Nick Cardoso; verde; 1385471680681
688; Miguel Carvalho; vermelho; 1385471680681
689; Nick Neves; verde; 1385471680681
690; Bruno Cardoso; vermelho; 1385471680681
691; Jo�o Costa; verde; 1385471680681
692; Jo�o Neves; azul; 1385471680681
693; Jo�o Carvalho; azul; 1385471680681
694; Jos� Neves; laranja; 1385471680681
695; Jo�o Cardoso; verde; 1385471680681
696; Miguel Costa; laranja; 1385471680681
697; Jos� Carvalho; laranja; 1385471680681
698; Bruno Cardoso; laranja; 1385471680681
699; Jo�o Costa; laranja; 1385471680681
700; Jo�o Neves; laranja; 1385471680681
701; Jos� Cardoso; laranja; 1385471680681
702; Miguel Delgado; laranja; 1385471680681
703; Jos� Costa; verde; 1385471680681
704; Jos� Delgado; verde; 1385471680681
705; Jo�o Costa; amarelo; 1385471680681
706; Ricardo Neves; vermelho; 1385471680681
707; Bruno Delgado; laranja; 1385471680681
708; Miguel Neves; azul; 1385471680681
709; Miguel Delgado; amarelo; 1385471680681
710; Ricardo Costa; vermelho; 1385471680681
711; Nick Cardoso; laranja; 1385471680681
712; Miguel Costa; azul; 1385471680681
713; Jos� Delgado; laranja; 1385471680681
714; Nick Carvalho; azul; 1385471680681
715; Bruno Delgado; azul; 1385471680681
716; Jos� Carvalho; vermelho; 1385471680681
717; Ricardo Cardoso; azul; 1385471680681
718; Miguel Cardoso; verde; 1385471680681
719; Jos� Carvalho; laranja; 1385471680681
720; Jo�o Costa; azul; 1385471680681
721; Nick Delgado; verde; 1385471680681
722; Bruno Delgado; azul; 1385471680681
723; Jo�o Costa; vermelho; 1385471680681
724; Jo�o Costa; vermelho; 1385471680681
725; Jo�o Neves; vermelho; 1385471680681
726; Nick Costa; azul; 1385471680681
727; Jos� Costa; amarelo; 1385471680681
728; Miguel Cardoso; vermelho; 1385471680681
729; Bruno Cardoso; vermelho; 1385471680682
730; Jos� Delgado; laranja; 1385471680682
731; Ricardo Delgado; azul; 1385471680682
732; Bruno Costa; azul; 1385471680682
733; Miguel Neves; laranja; 1385471680682
734; Jos� Carvalho; verde; 1385471680682
735; Miguel Cardoso; laranja; 1385471680682
736; Jos� Delgado; verde; 1385471680682
737; Ricardo Neves; verde; 1385471680682
738; Ricardo Neves; vermelho; 1385471680682
739; Miguel Delgado; verde; 1385471680682
740; Jos� Delgado; laranja; 1385471680682
741; Miguel Costa; amarelo; 1385471680682
742; Miguel Cardoso; azul; 1385471680682
743; Miguel Carvalho; amarelo; 1385471680682
744; Bruno Carvalho; verde; 1385471680682
745; Jo�o Delgado; azul; 1385471680682
746; Bruno Neves; laranja; 1385471680682
747; Bruno Delgado; laranja; 1385471680682
748; Jo�o Costa; laranja; 1385471680682
749; Ricardo Carvalho; amarelo; 1385471680682
750; Jos� Costa; vermelho; 1385471680682
751; Nick Carvalho; laranja; 1385471680682
752; Nick Carvalho; azul; 1385471680682
753; Nick Cardoso; laranja; 1385471680682
754; Miguel Cardoso; azul; 1385471680682
755; Nick Carvalho; laranja; 1385471680682
756; Jos� Costa; azul; 1385471680682
757; Jos� Delgado; laranja; 1385471680682
758; Miguel Neves; verde; 1385471680682
759; Jo�o Delgado; laranja; 1385471680682
760; Nick Carvalho; laranja; 1385471680682
761; Ricardo Cardoso; laranja; 1385471680682
762; Jo�o Delgado; amarelo; 1385471680682
763; Bruno Carvalho; amarelo; 1385471680682
764; Miguel Cardoso; vermelho; 1385471680682
765; Bruno Carvalho; verde; 1385471680682
766; Jos� Costa; laranja; 1385471680682
767; Nick Delgado; vermelho; 1385471680682
768; Bruno Neves; laranja; 1385471680682
769; Nick Neves; laranja; 1385471680682
770; Nick Cardoso; verde; 1385471680682
771; Ricardo Costa; laranja; 1385471680682
772; Jos� Carvalho; verde; 1385471680682
773; Ricardo Cardoso; amarelo; 1385471680683
774; Nick Carvalho; verde; 1385471680683
775; Ricardo Neves; verde; 1385471680683
776; Miguel Cardoso; vermelho; 1385471680683
777; Ricardo Carvalho; vermelho; 1385471680683
778; Nick Costa; verde; 1385471680683
779; Ricardo Carvalho; vermelho; 1385471680683
780; Jo�o Costa; vermelho; 1385471680683
781; Ricardo Cardoso; verde; 1385471680683
782; Ricardo Cardoso; vermelho; 1385471680683
783; Jos� Costa; azul; 1385471680683
784; Jos� Costa; verde; 1385471680683
785; Ricardo Carvalho; verde; 1385471680683
786; Miguel Delgado; azul; 1385471680683
787; Nick Carvalho; azul; 1385471680683
788; Nick Carvalho; amarelo; 1385471680683
789; Jo�o Cardoso; verde; 1385471680683
790; Jos� Delgado; laranja; 1385471680683
791; Miguel Delgado; vermelho; 1385471680683
792; Miguel Neves; azul; 1385471680683
793; Bruno Cardoso; amarelo; 1385471680683
794; Nick Carvalho; laranja; 1385471680683
795; Nick Delgado; laranja; 1385471680683
796; Nick Carvalho; vermelho; 1385471680683
797; Nick Neves; vermelho; 1385471680683
798; Jos� Costa; azul; 1385471680684
799; Miguel Neves; laranja; 1385471680684
800; Nick Costa; laranja; 1385471680684
801; Nick Carvalho; azul; 1385471680684
802; Jo�o Cardoso; amarelo; 1385471680684
803; Bruno Neves; vermelho; 1385471680684
804; Bruno Delgado; azul; 1385471680684
805; Ricardo Carvalho; azul; 1385471680684
806; Jo�o Cardoso; azul; 1385471680684
807; Bruno Costa; azul; 1385471680684
808; Bruno Cardoso; verde; 1385471680684
809; Ricardo Costa; vermelho; 1385471680684
810; Jo�o Neves; vermelho; 1385471680684
811; Jos� Neves; verde; 1385471680684
812; Jos� Delgado; laranja; 1385471680684
813; Jos� Cardoso; laranja; 1385471680684
814; Ricardo Delgado; azul; 1385471680684
815; Miguel Costa; azul; 1385471680684
816; Jos� Delgado; laranja; 1385471680684
817; Nick Costa; azul; 1385471680684
818; Jo�o Neves; verde; 1385471680684
819; Jo�o Carvalho; verde; 1385471680684
820; Bruno Delgado; laranja; 1385471680684
821; Bruno Cardoso; verde; 1385471680684
822; Jo�o Costa; amarelo; 1385471680684
823; Bruno Costa; vermelho; 1385471680684
824; Ricardo Delgado; laranja; 1385471680684
825; Bruno Delgado; vermelho; 1385471680684
826; Jo�o Carvalho; azul; 1385471680684
827; Jo�o Costa; laranja; 1385471680684
828; Miguel Costa; laranja; 1385471680684
829; Jos� Cardoso; vermelho; 1385471680684
830; Bruno Neves; verde; 1385471680684
831; Nick Neves; azul; 1385471680684
832; Ricardo Neves; amarelo; 1385471680684
833; Jos� Carvalho; vermelho; 1385471680684
834; Jos� Delgado; azul; 1385471680684
835; Ricardo Neves; laranja; 1385471680684
836; Bruno Carvalho; laranja; 1385471680684
837; Nick Carvalho; amarelo; 1385471680684
838; Bruno Neves; vermelho; 1385471680684
839; Miguel Carvalho; amarelo; 1385471680684
840; Ricardo Cardoso; azul; 1385471680684
841; Miguel Carvalho; azul; 1385471680684
842; Jos� Delgado; azul; 1385471680684
843; Miguel Carvalho; amarelo; 1385471680684
844; Jos� Costa; vermelho; 1385471680684
845; Nick Costa; laranja; 1385471680684
846; Bruno Neves; vermelho; 1385471680684
847; Ricardo Neves; verde; 1385471680684
848; Jos� Cardoso; verde; 1385471680684
849; Jos� Costa; amarelo; 1385471680684
850; Jo�o Delgado; vermelho; 1385471680684
851; Bruno Neves; azul; 1385471680684
852; Bruno Costa; vermelho; 1385471680684
853; Jo�o Costa; amarelo; 1385471680684
854; Jos� Cardoso; verde; 1385471680684
855; Jos� Cardoso; verde; 1385471680684
856; Nick Carvalho; laranja; 1385471680684
857; Bruno Delgado; verde; 1385471680684
858; Jo�o Delgado; verde; 1385471680684
859; Miguel Costa; laranja; 1385471680684
860; Jo�o Costa; azul; 1385471680684
861; Ricardo Delgado; azul; 1385471680684
862; Ricardo Cardoso; vermelho; 1385471680684
863; Ricardo Cardoso; laranja; 1385471680684
864; Ricardo Cardoso; laranja; 1385471680684
865; Nick Cardoso; verde; 1385471680685
866; Jo�o Carvalho; amarelo; 1385471680685
867; Ricardo Neves; vermelho; 1385471680685
868; Jo�o Delgado; amarelo; 1385471680685
869; Ricardo Carvalho; laranja; 1385471680685
870; Miguel Carvalho; azul; 1385471680685
871; Bruno Carvalho; vermelho; 1385471680685
872; Ricardo Delgado; amarelo; 1385471680685
873; Miguel Costa; laranja; 1385471680685
874; Jos� Neves; vermelho; 1385471680685
875; Nick Costa; vermelho; 1385471680685
876; Miguel Costa; vermelho; 1385471680685
877; Nick Delgado; verde; 1385471680685
878; Jos� Neves; laranja; 1385471680685
879; Jos� Costa; vermelho; 1385471680685
880; Jos� Cardoso; vermelho; 1385471680685
881; Bruno Cardoso; amarelo; 1385471680685
882; Jos� Neves; amarelo; 1385471680685
883; Miguel Costa; vermelho; 1385471680685
884; Nick Delgado; verde; 1385471680685
885; Bruno Carvalho; verde; 1385471680685
886; Jo�o Carvalho; vermelho; 1385471680685
887; Ricardo Carvalho; amarelo; 1385471680685
888; Ricardo Cardoso; vermelho; 1385471680685
889; Bruno Delgado; vermelho; 1385471680685
890; Bruno Carvalho; verde; 1385471680685
891; Bruno Delgado; vermelho; 1385471680685
892; Miguel Carvalho; vermelho; 1385471680685
893; Nick Neves; verde; 1385471680685
894; Nick Carvalho; azul; 1385471680685
895; Miguel Carvalho; azul; 1385471680685
896; Miguel Carvalho; verde; 1385471680685
897; Jo�o Costa; vermelho; 1385471680685
898; Jos� Cardoso; azul; 1385471680685
899; Jos� Carvalho; azul; 1385471680685
900; Miguel Carvalho; amarelo; 1385471680685
901; Nick Neves; vermelho; 1385471680685
902; Ricardo Costa; verde; 1385471680685
903; Bruno Delgado; vermelho; 1385471680685
904; Nick Neves; verde; 1385471680685
905; Jo�o Delgado; amarelo; 1385471680685
906; Nick Carvalho; azul; 1385471680685
907; Miguel Delgado; amarelo; 1385471680685
908; Jos� Cardoso; azul; 1385471680685
909; Ricardo Cardoso; verde; 1385471680685
910; Jos� Costa; amarelo; 1385471680685
911; Jo�o Neves; verde; 1385471680685
912; Bruno Carvalho; laranja; 1385471680685
913; Jos� Delgado; laranja; 1385471680685
914; Jo�o Cardoso; azul; 1385471680685
915; Bruno Neves; amarelo; 1385471680685
916; Nick Carvalho; azul; 1385471680685
917; Jos� Delgado; laranja; 1385471680685
918; Nick Cardoso; laranja; 1385471680686
919; Jo�o Neves; laranja; 1385471680686
920; Bruno Neves; azul; 1385471680686
921; Miguel Carvalho; verde; 1385471680686
922; Nick Cardoso; vermelho; 1385471680686
923; Jos� Cardoso; azul; 1385471680686
924; Nick Costa; azul; 1385471680686
925; Jos� Delgado; laranja; 1385471680686
926; Miguel Cardoso; azul; 1385471680686
927; Jo�o Neves; amarelo; 1385471680686
928; Bruno Cardoso; amarelo; 1385471680686
929; Nick Delgado; laranja; 1385471680686
930; Jo�o Costa; azul; 1385471680686
931; Miguel Carvalho; amarelo; 1385471680686
932; Ricardo Neves; verde; 1385471680686
933; Jo�o Carvalho; vermelho; 1385471680686
934; Ricardo Neves; vermelho; 1385471680686
935; Bruno Delgado; laranja; 1385471680686
936; Nick Costa; verde; 1385471680686
937; Jos� Cardoso; azul; 1385471680686
938; Miguel Carvalho; laranja; 1385471680686
939; Jos� Neves; laranja; 1385471680686
940; Jos� Carvalho; vermelho; 1385471680686
941; Ricardo Carvalho; verde; 1385471680686
942; Ricardo Cardoso; laranja; 1385471680686
943; Nick Carvalho; verde; 1385471680686
944; Nick Cardoso; vermelho; 1385471680686
945; Miguel Neves; vermelho; 1385471680686
946; Jo�o Carvalho; azul; 1385471680686
947; Nick Costa; vermelho; 1385471680686
948; Miguel Cardoso; verde; 1385471680686
949; Jo�o Delgado; verde; 1385471680686
950; Jos� Neves; laranja; 1385471680686
951; Nick Carvalho; amarelo; 1385471680686
952; Jos� Neves; laranja; 1385471680686
953; Ricardo Delgado; laranja; 1385471680686
954; Jos� Delgado; amarelo; 1385471680686
955; Jo�o Neves; laranja; 1385471680686
956; Ricardo Neves; vermelho; 1385471680686
957; Jo�o Cardoso; amarelo; 1385471680686
958; Miguel Carvalho; azul; 1385471680686
959; Jo�o Costa; vermelho; 1385471680686
960; Jo�o Delgado; laranja; 1385471680686
961; Jo�o Costa; amarelo; 1385471680686
962; Miguel Carvalho; amarelo; 1385471680686
963; Miguel Neves; amarelo; 1385471680686
964; Jo�o Carvalho; laranja; 1385471680686
965; Ricardo Costa; vermelho; 1385471680686
966; Miguel Costa; amarelo; 1385471680686
967; Nick Delgado; vermelho; 1385471680686
968; Nick Cardoso; verde; 1385471680686
969; Jo�o Cardoso; vermelho; 1385471680686
970; Jos� Carvalho; verde; 1385471680686
971; Miguel Carvalho; laranja; 1385471680687
972; Nick Carvalho; azul; 1385471680687
973; Nick Costa; verde; 1385471680687
974; Bruno Cardoso; azul; 1385471680687
975; Miguel Delgado; laranja; 1385471680687
976; Bruno Costa; laranja; 1385471680687
977; Jos� Cardoso; amarelo; 1385471680687
978; Jo�o Delgado; verde; 1385471680687
979; Ricardo Cardoso; vermelho; 1385471680687
980; Miguel Delgado; amarelo; 1385471680687
981; Miguel Cardoso; laranja; 1385471680687
982; Nick Neves; amarelo; 1385471680687
983; Jo�o Neves; amarelo; 1385471680687
984; Jo�o Carvalho; verde; 1385471680687
985; Jo�o Costa; azul; 1385471680687
986; Miguel Neves; laranja; 1385471680687
987; Jo�o Costa; laranja; 1385471680687
988; Jos� Delgado; azul; 1385471680687
989; Bruno Carvalho; azul; 1385471680687
990; Jo�o Neves; laranja; 1385471680687
991; Bruno Cardoso; vermelho; 1385471680687
992; Miguel Costa; azul; 1385471680687
993; Bruno Neves; verde; 1385471680687
994; Jo�o Delgado; amarelo; 1385471680687
995; Jo�o Cardoso; amarelo; 1385471680687
996; Ricardo Neves; azul; 1385471680687
997; Jo�o Costa; azul; 1385471680687
998; Ricardo Costa; amarelo; 1385471680687
999; Bruno Cardoso; verde; 1385471680687
1000; Bruno Costa; amarelo; 1385471680687
1001; Bruno Neves; verde; 1385471680687
1002; Miguel Carvalho; azul; 1385471680687
1003; Jos� Delgado; laranja; 1385471680687
1004; Nick Carvalho; vermelho; 1385471680687
1005; Jo�o Costa; vermelho; 1385471680687
1006; Nick Carvalho; vermelho; 1385471680687
1007; Miguel Cardoso; vermelho; 1385471680687
1008; Jos� Delgado; vermelho; 1385471680687
1009; Jos� Neves; azul; 1385471680687
1010; Jos� Cardoso; laranja; 1385471680687
1011; Jo�o Costa; vermelho; 1385471680687
1012; Bruno Cardoso; verde; 1385471680687
1013; Bruno Neves; laranja; 1385471680688
1014; Nick Neves; laranja; 1385471680688
1015; Bruno Delgado; amarelo; 1385471680688
1016; Jo�o Costa; verde; 1385471680688
1017; Jos� Cardoso; azul; 1385471680688
1018; Nick Cardoso; vermelho; 1385471680688
1019; Jo�o Cardoso; vermelho; 1385471680688
1020; Nick Cardoso; verde; 1385471680688
1021; Nick Carvalho; azul; 1385471680688
1022; Jo�o Delgado; vermelho; 1385471680688
1023; Nick Neves; verde; 1385471680688
1024; Miguel Neves; amarelo; 1385471680688
1025; Miguel Carvalho; amarelo; 1385471680688
1026; Miguel Cardoso; verde; 1385471680688
1027; Miguel Neves; laranja; 1385471680688
1028; Miguel Neves; verde; 1385471680688
1029; Nick Delgado; vermelho; 1385471680688
1030; Jo�o Costa; amarelo; 1385471680688
1031; Nick Delgado; azul; 1385471680688
1032; Miguel Carvalho; verde; 1385471680688
1033; Ricardo Delgado; azul; 1385471680688
1034; Jos� Costa; amarelo; 1385471680688
1035; Jo�o Delgado; amarelo; 1385471680688
1036; Jos� Neves; vermelho; 1385471680688
1037; Jo�o Neves; laranja; 1385471680688
1038; Bruno Delgado; amarelo; 1385471680688
1039; Jo�o Costa; azul; 1385471680688
1040; Bruno Cardoso; amarelo; 1385471680688
1041; Ricardo Neves; verde; 1385471680688
1042; Jos� Costa; azul; 1385471680688
1043; Bruno Carvalho; laranja; 1385471680688
1044; Miguel Costa; verde; 1385471680688
1045; Ricardo Carvalho; amarelo; 1385471680688
1046; Nick Carvalho; azul; 1385471680688
1047; Jos� Delgado; laranja; 1385471680688
1048; Nick Costa; laranja; 1385471680688
1049; Jos� Delgado; azul; 1385471680688
1050; Jo�o Cardoso; azul; 1385471680688
1051; Bruno Neves; laranja; 1385471680688
1052; Bruno Neves; vermelho; 1385471680688
1053; Bruno Costa; vermelho; 1385471680688
1054; Ricardo Delgado; verde; 1385471680688
1055; Ricardo Delgado; azul; 1385471680688
1056; Bruno Cardoso; vermelho; 1385471680688
1057; Miguel Neves; verde; 1385471680688
1058; Jos� Cardoso; amarelo; 1385471680688
1059; Ricardo Costa; amarelo; 1385471680688
1060; Bruno Neves; amarelo; 1385471680688
1061; Miguel Carvalho; laranja; 1385471680688
1062; Jo�o Carvalho; azul; 1385471680688
1063; Jo�o Carvalho; amarelo; 1385471680688
1064; Jo�o Delgado; vermelho; 1385471680688
1065; Miguel Delgado; vermelho; 1385471680688
1066; Jos� Delgado; vermelho; 1385471680688
